M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
0.0,0.4,0.0,72.0,66.0,72.0,0.0,22.0,57.2,0.0
100.0,100.0,100.0,42.0,32.0,49.0,57.6,17.2,44.8,0.0
0.0,2.0,0.0,77.0,72.0,77.0,0.0,32.4,64.4,0.0
100.0,100.0,100.0,50.0,30.0,54.0,52.0,8.0,45.2,0.0
13.2,54.8,91.2,63.0,48.0,65.0,0.8,28.0,54.4,0.0
88.4,85.6,98.8,47.0,54.0,55.0,0.0,2.8,42.4,0.0
0.0,0.0,0.0,60.0,38.0,49.0,0.0,9.6,40.8,0.0
16.0,81.6,83.2,46.0,36.0,44.0,0.0,8.8,35.6,0.0
0.0,0.4,0.0,77.0,70.0,80.0,0.0,22.8,64.8,0.0
2.4,0.8,18.0,76.0,72.0,79.0,0.0,45.6,64.8,0.0
2.4,21.2,14.4,55.0,63.0,59.0,0.0,7.6,40.4,0.0
0.0,4.8,4.4,77.0,68.0,81.0,0.0,16.8,60.8,0.0
0.0,2.4,9.2,66.0,63.0,66.0,0.0,13.2,50.8,0.0
16.4,54.4,92.8,39.0,35.0,44.0,2.4,12.8,40.8,0.0
0.0,7.6,9.2,54.0,62.0,62.0,0.0,4.4,40.4,0.0
6.4,5.6,68.4,53.0,48.0,59.0,0.0,6.0,47.6,0.0
20.8,76.8,74.8,67.0,62.0,70.0,0.0,2.8,44.0,0.0
99.2,100.0,100.0,21.0,28.0,20.0,50.4,0.4,10.4,0.0
0.0,0.0,0.8,3.0,0.0,3.0,0.0,0.8,2.8,0.0
100.0,100.0,100.0,31.0,22.0,39.0,92.8,7.6,36.0,4.0
0.0,0.0,3.6,70.0,63.0,68.0,0.0,35.6,54.8,0.0
0.0,2.4,28.8,51.0,44.0,54.0,0.0,0.0,25.2,0.0
51.6,53.6,98.0,54.0,51.0,62.0,2.4,16.8,52.0,0.0
0.0,0.8,6.0,54.0,36.0,55.0,0.0,1.2,35.2,0.0
0.4,0.4,33.2,62.0,58.0,68.0,0.8,7.6,51.6,0.0
0.0,1.6,29.6,45.0,35.0,44.0,0.0,21.2,36.8,0.0
0.0,1.2,12.4,22.0,23.0,21.0,0.0,2.8,16.4,0.0
0.0,0.0,0.0,77.0,72.0,80.0,0.0,51.6,64.8,0.0
11.2,1.6,62.0,60.0,64.0,66.0,0.0,8.0,45.2,0.0
0.0,0.0,2.4,62.0,61.0,68.0,0.0,3.6,45.6,0.0
99.2,99.6,100.0,51.0,39.0,60.0,28.8,4.8,43.6,0.0
0.0,0.0,0.0,70.0,65.0,68.0,0.0,13.6,52.4,0.0
67.2,89.6,92.8,68.0,61.0,70.0,0.0,2.4,44.8,0.0
98.8,100.0,99.6,43.0,37.0,42.0,4.8,0.0,28.0,0.0
0.0,0.0,0.0,48.0,60.0,59.0,0.0,3.2,46.4,0.0
49.2,43.2,95.6,52.0,56.0,62.0,1.6,14.4,50.0,0.0
0.8,5.6,9.2,66.0,63.0,73.0,0.0,15.6,50.8,0.0
53.2,90.4,89.2,62.0,66.0,68.0,0.0,9.6,44.0,0.0
11.6,50.4,73.6,60.0,61.0,62.0,0.0,4.8,42.4,0.0
93.6,100.0,98.4,52.0,53.0,49.0,5.6,4.0,42.0,0.0
36.4,26.0,95.2,59.0,52.0,65.0,2.4,8.0,50.8,0.0
0.0,0.0,2.0,60.0,41.0,61.0,0.0,2.4,38.8,0.0
0.0,0.4,0.0,69.0,66.0,76.0,0.0,8.8,55.2,0.0
80.4,99.6,94.4,66.0,65.0,68.0,0.0,3.2,47.2,0.0
0.0,0.4,0.0,64.0,53.0,63.0,0.0,22.4,45.2,0.0
1.6,27.2,21.6,75.0,70.0,73.0,0.0,27.6,60.8,0.0
0.0,0.0,0.0,79.0,72.0,81.0,0.0,30.8,63.2,0.0
0.0,3.2,6.8,66.0,70.0,71.0,0.0,12.4,49.6,0.0
0.0,0.4,0.0,80.0,73.0,82.0,0.0,54.0,70.0,0.0
0.0,0.0,0.0,59.0,54.0,71.0,0.0,10.4,50.4,0.0
0.0,0.0,4.8,48.0,35.0,47.0,0.0,14.0,36.8,0.0
4.8,1.6,36.8,69.0,65.0,70.0,0.0,28.4,54.4,0.0
0.0,29.2,21.2,68.0,68.0,72.0,0.0,10.4,56.4,0.0
4.4,30.0,68.4,31.0,22.0,23.0,0.0,4.8,22.0,0.0
0.4,1.6,37.2,14.0,13.0,15.0,0.0,0.8,11.6,0.0
0.0,0.0,0.4,71.0,71.0,77.0,0.0,45.6,56.4,0.0
32.8,2.8,80.0,52.0,45.0,57.0,0.0,8.0,41.6,0.0
49.2,46.4,87.6,61.0,57.0,66.0,0.0,0.4,36.8,0.0
0.0,0.0,2.4,62.0,61.0,61.0,0.0,18.8,47.2,0.0
98.0,95.6,100.0,43.0,39.0,51.0,7.2,22.8,44.8,0.0
0.0,0.0,12.0,11.0,11.0,9.0,0.0,1.6,10.8,0.0
15.6,2.4,69.2,40.0,51.0,49.0,0.0,17.2,35.2,0.0
0.0,0.0,0.8,27.0,19.0,29.0,0.0,6.4,24.4,0.0
0.0,0.0,0.0,49.0,58.0,62.0,0.0,0.0,28.8,0.0
46.4,3.2,95.6,52.0,56.0,62.0,0.0,15.6,50.4,0.0
55.6,90.4,92.4,49.0,36.0,45.0,0.0,6.0,41.2,0.0
34.8,59.2,98.0,20.0,22.0,16.0,0.0,2.8,16.8,0.0
0.0,0.0,0.0,64.0,63.0,69.0,0.0,7.6,45.6,0.0
45.6,81.6,88.8,55.0,52.0,60.0,0.0,1.2,38.8,0.0
18.8,75.2,75.6,46.0,45.0,54.0,0.0,0.8,35.2,0.0
65.2,99.2,96.8,55.0,55.0,51.0,0.0,4.8,38.4,0.0
0.0,0.0,0.0,26.0,36.0,32.0,0.0,0.8,20.0,0.0
0.0,0.0,0.0,67.0,70.0,73.0,0.0,12.0,52.0,0.0
90.0,84.4,99.6,29.0,30.0,33.0,0.0,2.0,22.4,0.0
76.8,94.0,100.0,51.0,33.0,56.0,4.8,16.4,46.4,0.0
12.4,12.8,70.4,50.0,44.0,49.0,0.0,0.4,33.2,0.0
0.0,0.0,2.4,60.0,57.0,65.0,0.0,4.8,43.6,0.0
0.0,0.0,0.0,12.0,11.0,14.0,0.0,0.4,10.0,0.0
98.8,100.0,100.0,23.0,33.0,26.0,70.4,2.0,20.0,1.6
0.8,12.0,10.4,57.0,59.0,60.0,0.0,6.4,40.8,0.0
0.0,0.0,4.4,39.0,51.0,47.0,0.0,0.4,30.4,0.0
84.0,96.8,96.8,18.0,13.0,19.0,0.0,0.0,6.8,0.0
64.8,71.2,98.8,62.0,48.0,65.0,2.4,42.4,53.2,0.0
98.4,99.2,100.0,57.0,35.0,61.0,22.4,7.6,48.0,0.0
98.8,100.0,100.0,36.0,25.0,36.0,1.6,1.6,18.8,0.0
0.0,0.0,0.0,68.0,69.0,71.0,0.0,14.8,54.4,0.0
52.4,5.2,86.0,56.0,57.0,60.0,0.0,42.4,53.2,0.0
0.0,0.8,5.2,71.0,66.0,69.0,0.0,14.4,50.4,0.0
92.8,98.4,100.0,60.0,31.0,53.0,24.0,11.6,46.8,0.0
0.0,0.0,0.0,73.0,68.0,73.0,0.0,23.6,63.6,0.0
66.4,43.2,98.4,54.0,56.0,64.0,3.2,28.4,53.2,0.0
31.2,8.0,93.2,57.0,56.0,65.0,0.8,21.6,54.4,0.0
0.0,2.0,12.8,52.0,57.0,57.0,0.0,5.2,41.2,0.0
0.0,0.4,6.0,61.0,55.0,58.0,0.0,10.4,44.8,0.0
2.4,1.2,20.8,71.0,65.0,74.0,0.0,48.4,59.6,0.0
0.4,0.0,10.4,61.0,62.0,69.0,0.0,10.8,44.0,0.0
3.6,1.6,33.2,57.0,61.0,60.0,0.0,12.0,44.0,0.0
89.2,91.6,99.6,51.0,52.0,60.0,2.4,8.4,50.8,0.0
50.4,54.0,90.4,50.0,56.0,56.0,0.0,0.4,36.4,0.0
100.0,100.0,100.0,44.0,26.0,45.0,57.6,9.6,38.4,0.0
38.0,4.8,85.6,48.0,44.0,48.0,0.0,26.8,44.0,0.0
0.0,0.4,6.0,65.0,63.0,68.0,0.0,5.6,45.6,0.0
69.6,99.6,96.8,54.0,48.0,54.0,0.0,10.0,41.2,0.0
50.8,96.4,92.0,47.0,32.0,53.0,0.0,4.4,32.0,0.0
89.6,83.2,99.2,58.0,50.0,64.0,15.2,24.4,53.2,0.0
98.8,100.0,100.0,24.0,36.0,23.0,49.6,0.4,18.0,0.8
25.2,3.2,58.8,53.0,62.0,57.0,0.0,34.8,49.6,0.0
0.0,7.2,6.4,40.0,33.0,43.0,0.0,6.8,35.6,0.0
0.0,0.0,5.6,73.0,67.0,72.0,0.0,45.2,61.6,0.0
0.0,0.4,0.0,72.0,66.0,71.0,0.0,21.2,47.6,0.0
0.0,0.0,4.0,53.0,44.0,50.0,0.0,10.0,49.2,0.0
35.6,85.2,92.4,51.0,43.0,52.0,0.0,6.0,42.0,0.0
98.8,100.0,100.0,40.0,35.0,41.0,16.8,14.8,38.8,0.0
0.0,5.6,0.0,76.0,73.0,78.0,0.0,22.4,64.4,0.0
64.8,97.2,89.6,65.0,62.0,71.0,0.0,2.8,46.0,0.0
0.0,0.4,0.4,69.0,70.0,73.0,0.0,18.0,50.0,0.0
40.0,75.6,97.2,49.0,51.0,45.0,0.0,2.8,38.4,0.0
0.0,0.4,0.0,80.0,71.0,81.0,0.0,44.8,68.4,0.0
0.0,0.4,0.0,79.0,68.0,80.0,0.0,41.6,61.2,0.0
1.2,1.2,8.8,68.0,65.0,71.0,0.0,5.2,51.2,0.0
58.4,88.0,95.2,3.0,1.0,1.0,0.0,0.0,1.2,0.0
0.8,35.2,45.6,54.0,42.0,50.0,0.0,6.4,38.4,0.0
4.8,59.2,65.2,67.0,58.0,64.0,0.0,10.8,46.8,0.0
88.0,95.2,100.0,54.0,31.0,58.0,10.4,20.4,47.6,0.0
0.0,0.0,6.8,74.0,65.0,77.0,0.0,30.8,64.8,0.0
0.0,0.0,0.0,69.0,67.0,69.0,0.0,14.4,56.0,0.0
98.8,100.0,99.6,23.0,26.0,26.0,19.2,0.0,13.2,0.0
0.0,0.0,0.0,39.0,42.0,49.0,0.0,4.4,37.6,0.0
0.0,0.0,0.0,54.0,58.0,59.0,0.0,0.4,32.4,0.0
27.6,86.8,98.4,65.0,30.0,60.0,3.2,22.0,50.0,0.0
91.6,92.8,97.2,26.0,20.0,28.0,0.0,0.4,20.4,0.0
0.0,0.0,0.0,67.0,69.0,73.0,0.0,10.8,49.6,0.0
0.0,0.4,4.0,68.0,67.0,74.0,0.0,13.2,52.8,0.0
22.8,30.4,66.8,67.0,61.0,68.0,0.0,8.0,55.2,0.0
71.6,99.2,96.0,55.0,52.0,53.0,0.0,2.4,43.2,0.0
0.0,0.0,0.0,36.0,25.0,38.0,0.0,0.0,23.2,0.0
0.0,0.0,0.8,60.0,58.0,68.0,0.0,16.4,48.8,0.0
89.6,99.6,96.4,55.0,55.0,63.0,0.0,3.6,40.8,0.0
0.0,0.4,0.0,78.0,71.0,79.0,0.0,30.0,58.0,0.0
0.0,2.0,8.4,62.0,56.0,59.0,0.0,4.0,45.6,0.0
