M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
0.0,2.8,0.8,40.0,43.0,51.0,44.0,4.8,38.8,0.0
0.4,29.6,62.0,61.0,67.0,67.0,8.0,0.4,50.0,0.0
47.6,94.4,98.8,75.0,56.0,71.0,11.2,23.2,61.2,0.0
95.6,96.4,98.0,33.0,26.0,34.0,2.4,0.4,30.8,0.0
36.0,38.4,93.6,72.0,71.0,74.0,12.0,13.6,56.8,0.0
87.6,79.6,100.0,78.0,73.0,82.0,91.2,18.0,69.2,0.0
32.4,92.8,98.8,73.0,67.0,75.0,77.6,10.4,63.6,0.0
80.8,99.6,100.0,74.0,68.0,78.0,46.4,6.8,67.2,0.0
0.0,23.6,14.8,40.0,27.0,39.0,9.6,0.4,26.0,0.0
24.8,19.2,85.2,70.0,64.0,79.0,50.4,17.6,63.2,0.0
94.0,99.6,100.0,75.0,68.0,80.0,83.2,11.6,67.6,0.0
86.8,95.6,100.0,79.0,73.0,81.0,84.0,32.8,62.4,0.0
54.0,37.2,97.2,75.0,69.0,80.0,56.8,10.0,67.6,0.0
